"Time","X Axis Acceleration","Y Axis Acceleration","Z Axis Acceleration"
"ms","g","g","g"
"18251.000","-0.087","0.031","1.031"
"18261.000","-0.087","0.031","1.031"
"18271.000","-0.086","0.031","1.031"
"18281.000","-0.086","0.031","1.031"
"18291.000","-0.086","0.031","1.031"
"18301.000","-0.086","0.032","1.031"
"18311.000","-0.086","0.032","1.032"
"18321.000","-0.086","0.032","1.032"
"18331.000","-0.086","0.033","1.031"
"18341.000","-0.086","0.033","1.031"
"18351.000","-0.085","0.033","1.032"
"18361.000","-0.085","0.034","1.032"
"18371.000","-0.085","0.034","1.032"
"18381.000","-0.085","0.034","1.033"
"18391.000","-0.086","0.034","1.033"
"18401.000","-0.086","0.034","1.032"
"18411.000","-0.086","0.034","1.031"
"18421.000","-0.086","0.033","1.031"
"18431.000","-0.087","0.033","1.031"
"18441.000","-0.087","0.032","1.03"
"18451.000","-0.087","0.032","1.03"
"18461.000","-0.087","0.032","1.03"
"18471.000","-0.086","0.032","1.029"
"18481.000","-0.086","0.032","1.029"
"18491.000","-0.086","0.031","1.029"
"18501.000","-0.085","0.031","1.03"
"18511.000","-0.085","0.031","1.03"
"18521.000","-0.085","0.031","1.03"
"18531.000","-0.085","0.03","1.031"
"18541.000","-0.085","0.03","1.031"
"18551.000","-0.085","0.029","1.031"
"18561.000","-0.086","0.029","1.031"
"18571.000","-0.086","0.028","1.031"
"18581.000","-0.086","0.028","1.031"
"18591.000","-0.086","0.027","1.031"
"18601.000","-0.087","0.026","1.032"
"18611.000","-0.087","0.026","1.032"
"18621.000","-0.087","0.026","1.033"
"18631.000","-0.088","0.025","1.034"
"18641.000","-0.088","0.025","1.034"
"18651.000","-0.088","0.025","1.034"
"18661.000","-0.089","0.025","1.034"
"18671.000","-0.089","0.025","1.033"
"18681.000","-0.088","0.025","1.032"
"18691.000","-0.088","0.025","1.031"
"18701.000","-0.088","0.025","1.031"
"18711.000","-0.088","0.025","1.032"
"18721.000","-0.088","0.025","1.033"
"18731.000","-0.088","0.025","1.034"
"18741.000","-0.087","0.025","1.034"
"18751.000","-0.087","0.025","1.034"
"18761.000","-0.087","0.026","1.034"
"18771.000","-0.087","0.026","1.035"
"18781.000","-0.087","0.026","1.035"
"18791.000","-0.087","0.026","1.034"
"18801.000","-0.087","0.026","1.034"
"18811.000","-0.087","0.026","1.033"
"18821.000","-0.088","0.026","1.033"
"18831.000","-0.088","0.025","1.033"
"18841.000","-0.088","0.025","1.032"
"18851.000","-0.088","0.025","1.031"
"18861.000","-0.088","0.025","1.03"
"18871.000","-0.089","0.025","1.029"
"18881.000","-0.089","0.026","1.029"
"18891.000","-0.089","0.026","1.028"
"18901.000","-0.089","0.026","1.029"
"18911.000","-0.089","0.026","1.029"
"18921.000","-0.089","0.027","1.03"
"18931.000","-0.089","0.027","1.03"
"18941.000","-0.089","0.027","1.03"
"18951.000","-0.088","0.027","1.03"
"18961.000","-0.088","0.027","1.031"
"18971.000","-0.089","0.027","1.031"
"18981.000","-0.089","0.027","1.031"
"18991.000","-0.088","0.027","1.03"
"19001.000","-0.088","0.027","1.03"
"19011.000","-0.088","0.027","1.03"
"19021.000","-0.088","0.026","1.03"
"19031.000","-0.088","0.026","1.03"
"19041.000","-0.087","0.026","1.03"
"19051.000","-0.087","0.025","1.03"
"19061.000","-0.087","0.025","1.03"
"19071.000","-0.088","0.025","1.03"
"19081.000","-0.088","0.025","1.03"
"19091.000","-0.087","0.025","1.03"
"19101.000","-0.087","0.025","1.031"
"19111.000","-0.087","0.025","1.031"
"19121.000","-0.087","0.025","1.031"
"19131.000","-0.086","0.024","1.031"
"19141.000","-0.086","0.024","1.031"
"19151.000","-0.086","0.024","1.031"
"19161.000","-0.086","0.024","1.031"
"19171.000","-0.086","0.024","1.031"
"19181.000","-0.087","0.024","1.031"
"19191.000","-0.087","0.024","1.031"
"19201.000","-0.088","0.024","1.032"
"19211.000","-0.088","0.024","1.032"
"19221.000","-0.088","0.024","1.033"
"19231.000","-0.089","0.023","1.033"
"19241.000","-0.09","0.022","1.033"
"19251.000","-0.09","0.022","1.032"
"19261.000","-0.089","0.022","1.032"
"19271.000","-0.089","0.022","1.031"
"19281.000","-0.089","0.022","1.031"
"19291.000","-0.089","0.022","1.031"
"19301.000","-0.089","0.022","1.03"
"19311.000","-0.089","0.022","1.03"
"19321.000","-0.089","0.022","1.031"
"19331.000","-0.088","0.022","1.031"
"19341.000","-0.087","0.021","1.031"
"19351.000","-0.087","0.021","1.031"
"19361.000","-0.087","0.022","1.03"
"19371.000","-0.088","0.021","1.03"
"19381.000","-0.088","0.021","1.031"
"19391.000","-0.089","0.021","1.031"
"19401.000","-0.089","0.021","1.032"
"19411.000","-0.089","0.021","1.033"
"19421.000","-0.089","0.021","1.033"
"19431.000","-0.089","0.022","1.034"
"19441.000","-0.088","0.022","1.033"
"19451.000","-0.089","0.022","1.033"
"19461.000","-0.089","0.022","1.032"
"19471.000","-0.089","0.023","1.032"
"19481.000","-0.089","0.023","1.032"
"19491.000","-0.089","0.022","1.032"
"19501.000","-0.089","0.022","1.032"
"19511.000","-0.089","0.022","1.032"
"19521.000","-0.089","0.022","1.032"
"19531.000","-0.089","0.023","1.033"
"19541.000","-0.089","0.023","1.033"
"19551.000","-0.089","0.023","1.034"
"19561.000","-0.088","0.023","1.033"
"19571.000","-0.088","0.023","1.033"
"19581.000","-0.089","0.023","1.033"
"19591.000","-0.089","0.023","1.033"
"19601.000","-0.089","0.024","1.033"
"19611.000","-0.09","0.024","1.034"
"19621.000","-0.09","0.025","1.034"
"19631.000","-0.09","0.025","1.034"
"19641.000","-0.089","0.025","1.035"
"19651.000","-0.089","0.025","1.035"
"19661.000","-0.088","0.025","1.035"
"19671.000","-0.088","0.026","1.035"
"19681.000","-0.088","0.026","1.035"
"19691.000","-0.087","0.027","1.035"
"19701.000","-0.087","0.028","1.035"
"19711.000","-0.087","0.028","1.036"
"19721.000","-0.086","0.029","1.036"
"19731.000","-0.086","0.029","1.036"
"19741.000","-0.086","0.029","1.036"
"19751.000","-0.086","0.029","1.036"
"19761.000","-0.086","0.029","1.036"
"19771.000","-0.086","0.029","1.035"
"19781.000","-0.086","0.029","1.035"
"19791.000","-0.086","0.029","1.034"
"19801.000","-0.086","0.029","1.034"
"19811.000","-0.086","0.028","1.034"
"19821.000","-0.086","0.028","1.035"
"19831.000","-0.086","0.029","1.035"
"19841.000","-0.085","0.029","1.035"
"19851.000","-0.085","0.03","1.035"
"19861.000","-0.085","0.03","1.035"
"19871.000","-0.084","0.03","1.036"
"19881.000","-0.084","0.03","1.037"
"19891.000","-0.084","0.03","1.038"
"19901.000","-0.084","0.029","1.038"
"19911.000","-0.085","0.028","1.039"
"19921.000","-0.085","0.028","1.039"
"19931.000","-0.085","0.027","1.039"
"19941.000","-0.085","0.027","1.038"
"19951.000","-0.085","0.027","1.038"
"19961.000","-0.084","0.027","1.038"
"19971.000","-0.084","0.026","1.037"
"19981.000","-0.084","0.026","1.037"
"19991.000","-0.085","0.025","1.037"
"20001.000","-0.085","0.025","1.037"
"20011.000","-0.084","0.025","1.036"
"20021.000","-0.084","0.025","1.036"
"20031.000","-0.084","0.026","1.036"
"20041.000","-0.083","0.026","1.036"
"20051.000","-0.083","0.027","1.036"
"20061.000","-0.083","0.027","1.036"
"20071.000","-0.082","0.027","1.036"
"20081.000","-0.082","0.027","1.036"
"20091.000","-0.082","0.027","1.036"
"20101.000","-0.083","0.027","1.036"
"20111.000","-0.083","0.028","1.036"
"20121.000","-0.084","0.028","1.036"
"20131.000","-0.085","0.029","1.036"
"20141.000","-0.085","0.03","1.036"
"20151.000","-0.085","0.03","1.036"
"20161.000","-0.086","0.03","1.036"
"20171.000","-0.086","0.03","1.036"
"20181.000","-0.086","0.03","1.036"
"20191.000","-0.085","0.03","1.035"
"20201.000","-0.085","0.029","1.034"
"20211.000","-0.085","0.029","1.034"
"20221.000","-0.085","0.028","1.033"
"20231.000","-0.085","0.027","1.033"
"20241.000","-0.084","0.027","1.032"
"20251.000","-0.084","0.027","1.032"
"20261.000","-0.084","0.027","1.032"
"20271.000","-0.085","0.027","1.032"
"20281.000","-0.085","0.027","1.032"
"20291.000","-0.085","0.027","1.032"
"20301.000","-0.085","0.026","1.032"
"20311.000","-0.086","0.026","1.032"
"20321.000","-0.085","0.026","1.032"
"20331.000","-0.085","0.026","1.032"
"20341.000","-0.085","0.026","1.031"
"20351.000","-0.085","0.026","1.031"
"20361.000","-0.085","0.026","1.032"
"20371.000","-0.085","0.026","1.033"
"20381.000","-0.085","0.026","1.034"
"20391.000","-0.084","0.026","1.035"
"20401.000","-0.084","0.027","1.036"
"20411.000","-0.084","0.027","1.037"
"20421.000","-0.084","0.026","1.038"
"20431.000","-0.084","0.026","1.039"
"20441.000","-0.084","0.026","1.04"
"20451.000","-0.084","0.026","1.041"
"20461.000","-0.084","0.026","1.041"
"20471.000","-0.084","0.026","1.041"
"20481.000","-0.084","0.026","1.041"
"20491.000","-0.084","0.026","1.042"
"20501.000","-0.083","0.026","1.042"
"20511.000","-0.083","0.027","1.042"
"20521.000","-0.083","0.027","1.041"
"20531.000","-0.083","0.027","1.041"
"20541.000","-0.083","0.028","1.041"
"20551.000","-0.083","0.027","1.04"
"20561.000","-0.083","0.027","1.04"
"20571.000","-0.084","0.027","1.039"
"20581.000","-0.085","0.027","1.039"
"20591.000","-0.085","0.027","1.039"
"20601.000","-0.085","0.027","1.039"
"20611.000","-0.085","0.028","1.038"
"20621.000","-0.085","0.028","1.039"
"20631.000","-0.084","0.028","1.039"
"20641.000","-0.084","0.028","1.039"
"20651.000","-0.084","0.028","1.039"
"20661.000","-0.084","0.028","1.04"
"20671.000","-0.084","0.028","1.041"
"20681.000","-0.084","0.027","1.042"
"20691.000","-0.085","0.027","1.042"
"20701.000","-0.085","0.027","1.042"
"20711.000","-0.084","0.027","1.042"
"20721.000","-0.085","0.027","1.042"
"20731.000","-0.085","0.026","1.041"
"20741.000","-0.085","0.026","1.042"
"20751.000","-0.085","0.026","1.042"
"20761.000","-0.085","0.026","1.042"
"20771.000","-0.085","0.026","1.042"
"20781.000","-0.085","0.026","1.042"
"20791.000","-0.085","0.027","1.042"
"20801.000","-0.085","0.027","1.042"
"20811.000","-0.085","0.027","1.042"
"20821.000","-0.085","0.027","1.042"
"20831.000","-0.085","0.026","1.041"
"20841.000","-0.085","0.026","1.04"
"20851.000","-0.085","0.026","1.04"
"20861.000","-0.084","0.026","1.039"
"20871.000","-0.084","0.026","1.038"
"20881.000","-0.084","0.026","1.038"
"20891.000","-0.084","0.026","1.038"
"20901.000","-0.084","0.026","1.037"
"20911.000","-0.084","0.026","1.037"
"20921.000","-0.084","0.026","1.037"
"20931.000","-0.084","0.027","1.036"
"20941.000","-0.085","0.027","1.036"
"20951.000","-0.085","0.027","1.036"
"20961.000","-0.085","0.028","1.037"
"20971.000","-0.086","0.029","1.037"
"20981.000","-0.086","0.03","1.037"
"20991.000","-0.085","0.03","1.037"
"21001.000","-0.085","0.03","1.037"
"21011.000","-0.084","0.03","1.037"
"21021.000","-0.084","0.03","1.038"
"21031.000","-0.084","0.031","1.038"
"21041.000","-0.084","0.031","1.039"
"21051.000","-0.084","0.031","1.039"
"21061.000","-0.084","0.03","1.04"
"21071.000","-0.085","0.03","1.04"
"21081.000","-0.085","0.03","1.04"
"21091.000","-0.086","0.03","1.04"
"21101.000","-0.086","0.029","1.041"
"21111.000","-0.087","0.029","1.041"
"21121.000","-0.087","0.029","1.041"
"21131.000","-0.087","0.029","1.041"
"21141.000","-0.087","0.029","1.041"
"21151.000","-0.087","0.029","1.041"
"21161.000","-0.088","0.029","1.041"
"21171.000","-0.088","0.029","1.041"
"21181.000","-0.089","0.029","1.041"
"21191.000","-0.088","0.029","1.04"
"21201.000","-0.088","0.028","1.039"
"21211.000","-0.088","0.027","1.038"
"21221.000","-0.087","0.027","1.038"
"21231.000","-0.087","0.026","1.037"
"21241.000","-0.087","0.026","1.037"
"21251.000","-0.088","0.026","1.037"
"21261.000","-0.088","0.025","1.037"
"21271.000","-0.088","0.025","1.036"
"21281.000","-0.089","0.025","1.036"
"21291.000","-0.089","0.024","1.034"
"21301.000","-0.088","0.023","1.034"
"21311.000","-0.088","0.023","1.033"
"21321.000","-0.088","0.023","1.033"
"21331.000","-0.088","0.023","1.032"
"21341.000","-0.088","0.022","1.032"
"21351.000","-0.087","0.022","1.031"
"21361.000","-0.087","0.022","1.031"
"21371.000","-0.087","0.022","1.031"
"21381.000","-0.087","0.022","1.032"
"21391.000","-0.087","0.023","1.032"
"21401.000","-0.087","0.023","1.031"
"21411.000","-0.088","0.023","1.031"
"21421.000","-0.088","0.023","1.031"
"21431.000","-0.088","0.023","1.03"
"21441.000","-0.088","0.023","1.03"
"21451.000","-0.088","0.024","1.03"
"21461.000","-0.088","0.024","1.031"
"21471.000","-0.088","0.024","1.031"
"21481.000","-0.088","0.024","1.032"
"21491.000","-0.088","0.024","1.033"
"21501.000","-0.088","0.025","1.033"
"21511.000","-0.087","0.025","1.034"
"21521.000","-0.087","0.025","1.035"
"21531.000","-0.087","0.025","1.035"
"21541.000","-0.086","0.026","1.036"
"21551.000","-0.085","0.026","1.036"
"21561.000","-0.085","0.027","1.035"
"21571.000","-0.084","0.027","1.034"
"21581.000","-0.084","0.027","1.032"
"21591.000","-0.084","0.027","1.032"
"21601.000","-0.083","0.027","1.031"
"21611.000","-0.083","0.027","1.032"
"21621.000","-0.083","0.027","1.032"
"21631.000","-0.084","0.027","1.032"
"21641.000","-0.084","0.027","1.032"
"21651.000","-0.084","0.028","1.032"
"21661.000","-0.085","0.028","1.031"
"21671.000","-0.086","0.029","1.031"
"21681.000","-0.086","0.029","1.032"
"21691.000","-0.086","0.028","1.031"
"21701.000","-0.086","0.028","1.031"
"21711.000","-0.086","0.027","1.031"
"21721.000","-0.086","0.027","1.03"
"21731.000","-0.086","0.028","1.03"
"21741.000","-0.086","0.028","1.03"
"21751.000","-0.086","0.028","1.03"
"21761.000","-0.086","0.028","1.029"
"21771.000","-0.086","0.028","1.029"
"21781.000","-0.086","0.028","1.029"
"21791.000","-0.086","0.029","1.03"
"21801.000","-0.086","0.029","1.03"
"21811.000","-0.086","0.029","1.03"
"21821.000","-0.086","0.03","1.031"
"21831.000","-0.086","0.031","1.032"
"21841.000","-0.086","0.031","1.033"
"21851.000","-0.086","0.031","1.033"
"21861.000","-0.086","0.031","1.033"
"21871.000","-0.087","0.031","1.032"
"21881.000","-0.086","0.032","1.032"
"21891.000","-0.086","0.032","1.032"
"21901.000","-0.087","0.032","1.032"
"21911.000","-0.087","0.033","1.032"
"21921.000","-0.087","0.033","1.032"
"21931.000","-0.087","0.034","1.031"
"21941.000","-0.087","0.034","1.032"
"21951.000","-0.087","0.034","1.032"
"21961.000","-0.087","0.034","1.032"
"21971.000","-0.087","0.034","1.032"
"21981.000","-0.087","0.034","1.032"
"21991.000","-0.087","0.034","1.033"
"22001.000","-0.087","0.034","1.033"
"22011.000","-0.087","0.033","1.033"
"22021.000","-0.088","0.033","1.034"
"22031.000","-0.088","0.032","1.034"
"22041.000","-0.088","0.032","1.034"
"22051.000","-0.088","0.032","1.035"
"22061.000","-0.088","0.032","1.035"
"22071.000","-0.088","0.033","1.035"
"22081.000","-0.088","0.034","1.035"
"22091.000","-0.088","0.034","1.035"
"22101.000","-0.089","0.034","1.036"
"22111.000","-0.089","0.034","1.037"
"22121.000","-0.089","0.034","1.037"
"22131.000","-0.088","0.034","1.038"
"22141.000","-0.088","0.035","1.038"
"22151.000","-0.088","0.035","1.038"
"22161.000","-0.088","0.036","1.038"
"22171.000","-0.088","0.036","1.038"
"22181.000","-0.088","0.036","1.038"
"22191.000","-0.089","0.035","1.038"
"22201.000","-0.089","0.035","1.037"
"22211.000","-0.089","0.035","1.038"
"22221.000","-0.089","0.034","1.038"
"22231.000","-0.089","0.034","1.038"
"22241.000","-0.089","0.033","1.038"
"22251.000","-0.089","0.033","1.039"
"22261.000","-0.089","0.032","1.04"
"22271.000","-0.088","0.033","1.039"
"22281.000","-0.088","0.033","1.038"
"22291.000","-0.088","0.033","1.038"
"22301.000","-0.087","0.033","1.038"
"22311.000","-0.087","0.033","1.038"
"22321.000","-0.087","0.033","1.038"
"22331.000","-0.086","0.033","1.038"
"22341.000","-0.086","0.032","1.038"
"22351.000","-0.086","0.032","1.039"
"22361.000","-0.086","0.032","1.039"
"22371.000","-0.086","0.032","1.04"
"22381.000","-0.087","0.032","1.041"
"22391.000","-0.087","0.032","1.041"
"22401.000","-0.087","0.031","1.041"
"22411.000","-0.087","0.03","1.041"
"22421.000","-0.087","0.03","1.041"
"22431.000","-0.086","0.03","1.042"
"22441.000","-0.085","0.03","1.042"
"22451.000","-0.084","0.029","1.042"
"22461.000","-0.084","0.029","1.042"
"22471.000","-0.083","0.029","1.042"
"22481.000","-0.083","0.029","1.042"
"22491.000","-0.083","0.028","1.042"
"22501.000","-0.083","0.028","1.042"
"22511.000","-0.083","0.028","1.042"
"22521.000","-0.083","0.027","1.042"
"22531.000","-0.083","0.027","1.041"
"22541.000","-0.084","0.027","1.041"
"22551.000","-0.084","0.027","1.04"
"22561.000","-0.085","0.027","1.04"
"22571.000","-0.085","0.026","1.04"
"22581.000","-0.086","0.026","1.041"
"22591.000","-0.086","0.026","1.041"
"22601.000","-0.086","0.025","1.04"
"22611.000","-0.086","0.025","1.04"
"22621.000","-0.086","0.026","1.04"
"22631.000","-0.086","0.026","1.04"
"22641.000","-0.086","0.025","1.04"
"22651.000","-0.086","0.025","1.04"
"22661.000","-0.086","0.025","1.04"
"22671.000","-0.086","0.024","1.04"
"22681.000","-0.086","0.025","1.039"
"22691.000","-0.086","0.025","1.039"
"22701.000","-0.086","0.025","1.039"
"22711.000","-0.086","0.026","1.038"
"22721.000","-0.086","0.026","1.037"
"22731.000","-0.086","0.026","1.036"
"22741.000","-0.085","0.026","1.035"
"22751.000","-0.085","0.027","1.034"
"22761.000","-0.085","0.027","1.034"
"22771.000","-0.085","0.027","1.033"
"22781.000","-0.085","0.027","1.032"
"22791.000","-0.085","0.027","1.032"
"22801.000","-0.085","0.027","1.032"
"22811.000","-0.085","0.026","1.032"
"22821.000","-0.085","0.025","1.032"
"22831.000","-0.085","0.025","1.032"
"22841.000","-0.085","0.025","1.032"
"22851.000","-0.085","0.025","1.032"
"22861.000","-0.085","0.025","1.032"
"22871.000","-0.085","0.025","1.032"
"22881.000","-0.086","0.025","1.032"
"22891.000","-0.086","0.025","1.033"
"22901.000","-0.086","0.025","1.033"
"22911.000","-0.086","0.025","1.033"
"22921.000","-0.087","0.025","1.033"
"22931.000","-0.087","0.025","1.034"
"22941.000","-0.087","0.025","1.034"
"22951.000","-0.087","0.025","1.035"
"22961.000","-0.087","0.025","1.036"
"22971.000","-0.087","0.025","1.037"
"22981.000","-0.087","0.025","1.037"
"22991.000","-0.087","0.025","1.037"
"23001.000","-0.087","0.025","1.037"
"23011.000","-0.086","0.025","1.037"
"23021.000","-0.086","0.025","1.036"
"23031.000","-0.086","0.024","1.036"
"23041.000","-0.086","0.024","1.035"
"23051.000","-0.086","0.023","1.034"
"23061.000","-0.086","0.023","1.033"
"23071.000","-0.086","0.023","1.033"
"23081.000","-0.086","0.023","1.033"
"23091.000","-0.086","0.023","1.034"
"23101.000","-0.085","0.024","1.033"
"23111.000","-0.084","0.024","1.033"
"23121.000","-0.084","0.024","1.033"
"23131.000","-0.084","0.025","1.033"
"23141.000","-0.083","0.025","1.033"
"23151.000","-0.083","0.026","1.032"
"23161.000","-0.083","0.027","1.032"
"23171.000","-0.082","0.027","1.032"
"23181.000","-0.082","0.027","1.032"
"23191.000","-0.082","0.027","1.032"
"23201.000","-0.082","0.027","1.032"
"23211.000","-0.082","0.027","1.031"
"23221.000","-0.082","0.028","1.031"
"23231.000","-0.082","0.028","1.031"
"23241.000","-0.082","0.028","1.031"
"23251.000","-0.083","0.029","1.031"
"23261.000","-0.083","0.029","1.031"
"23271.000","-0.083","0.029","1.031"
"23281.000","-0.084","0.029","1.031"
"23291.000","-0.084","0.029","1.031"
"23301.000","-0.084","0.029","1.031"
"23311.000","-0.085","0.029","1.031"
"23321.000","-0.085","0.029","1.031"
"23331.000","-0.085","0.029","1.031"
"23341.000","-0.085","0.029","1.031"
"23351.000","-0.085","0.028","1.031"
"23361.000","-0.085","0.028","1.031"
"23372.000","-0.085","0.028","1.031"
"23381.000","-0.086","0.028","1.031"
"23391.000","-0.085","0.028","1.031"
"23401.000","-0.085","0.028","1.031"
"23411.000","-0.085","0.028","1.031"
"23421.000","-0.085","0.028","1.031"
"23431.000","-0.086","0.028","1.032"
"23441.000","-0.086","0.028","1.033"
"23451.000","-0.085","0.029","1.034"
"23461.000","-0.085","0.029","1.034"
"23471.000","-0.085","0.029","1.035"
"23481.000","-0.084","0.029","1.035"
"23491.000","-0.084","0.028","1.036"
"23501.000","-0.084","0.028","1.036"
"23511.000","-0.084","0.027","1.036"
"23521.000","-0.084","0.027","1.036"
"23532.000","-0.084","0.027","1.037"
"23542.000","-0.084","0.026","1.037"
"23551.000","-0.084","0.026","1.038"
"23562.000","-0.084","0.026","1.038"
"23572.000","-0.084","0.026","1.038"
"23581.000","-0.085","0.026","1.038"
"23592.000","-0.085","0.025","1.037"
"23602.000","-0.085","0.024","1.037"
"23612.000","-0.085","0.023","1.036"
"23622.000","-0.085","0.023","1.035"
"23632.000","-0.085","0.022","1.035"
"23642.000","-0.085","0.022","1.035"
"23652.000","-0.085","0.022","1.036"
"23662.000","-0.085","0.022","1.035"
"23672.000","-0.085","0.023","1.035"
"23682.000","-0.085","0.023","1.035"
"23692.000","-0.086","0.023","1.035"
"23702.000","-0.086","0.023","1.035"
"23712.000","-0.086","0.024","1.035"
"23722.000","-0.086","0.023","1.035"
"23732.000","-0.086","0.023","1.036"
"23742.000","-0.087","0.024","1.036"
"23752.000","-0.087","0.024","1.037"
"23762.000","-0.088","0.024","1.037"
"23772.000","-0.088","0.025","1.037"
"23782.000","-0.087","0.025","1.037"
"23792.000","-0.087","0.025","1.037"
"23802.000","-0.087","0.026","1.037"
"23812.000","-0.087","0.026","1.037"
"23822.000","-0.087","0.026","1.036"
"23832.000","-0.087","0.026","1.036"
"23842.000","-0.087","0.026","1.037"
"23852.000","-0.088","0.026","1.037"
"23862.000","-0.088","0.026","1.037"
"23872.000","-0.088","0.026","1.036"
"23882.000","-0.089","0.024","1.035"
"23892.000","-0.089","0.024","1.035"
"23902.000","-0.089","0.024","1.035"
"23912.000","-0.089","0.024","1.035"
"23922.000","-0.089","0.024","1.036"
"23932.000","-0.089","0.024","1.037"
"23942.000","-0.089","0.024","1.038"
"23952.000","-0.089","0.024","1.038"
"23962.000","-0.089","0.024","1.038"
"23972.000","-0.088","0.025","1.037"
"23982.000","-0.087","0.025","1.037"
"23992.000","-0.088","0.025","1.036"
"24002.000","-0.088","0.026","1.036"
"24012.000","-0.087","0.026","1.036"
"24022.000","-0.087","0.026","1.036"
"24032.000","-0.087","0.027","1.036"
"24042.000","-0.087","0.027","1.035"
"24052.000","-0.087","0.027","1.035"
"24062.000","-0.087","0.027","1.034"
"24072.000","-0.087","0.028","1.034"
"24082.000","-0.087","0.028","1.034"
"24092.000","-0.087","0.028","1.034"
"24102.000","-0.088","0.028","1.033"
"24112.000","-0.088","0.028","1.033"
"24122.000","-0.088","0.029","1.033"
"24132.000","-0.088","0.029","1.034"
"24142.000","-0.088","0.029","1.034"
"24152.000","-0.087","0.029","1.034"
"24162.000","-0.087","0.029","1.034"
"24172.000","-0.087","0.028","1.034"
"24182.000","-0.087","0.028","1.033"
"24192.000","-0.087","0.027","1.033"
"24202.000","-0.087","0.027","1.031"
"24212.000","-0.087","0.027","1.03"
"24222.000","-0.087","0.027","1.029"
"24232.000","-0.087","0.027","1.029"
"24242.000","-0.087","0.027","1.029"
"24252.000","-0.087","0.027","1.029"
"24262.000","-0.087","0.027","1.029"
"24272.000","-0.087","0.028","1.029"
"24282.000","-0.087","0.028","1.029"
"24292.000","-0.086","0.029","1.029"
"24302.000","-0.086","0.028","1.029"
"24312.000","-0.087","0.028","1.03"
"24322.000","-0.087","0.028","1.031"
"24332.000","-0.087","0.028","1.031"
"24342.000","-0.087","0.028","1.032"
"24352.000","-0.088","0.027","1.033"
"24362.000","-0.088","0.027","1.033"
"24372.000","-0.088","0.028","1.033"
"24382.000","-0.087","0.027","1.033"
"24392.000","-0.087","0.027","1.032"
"24402.000","-0.087","0.027","1.031"
"24412.000","-0.087","0.027","1.031"
"24422.000","-0.087","0.027","1.031"
"24432.000","-0.087","0.027","1.031"
"24442.000","-0.086","0.026","1.031"
"24452.000","-0.086","0.025","1.03"
"24462.000","-0.086","0.025","1.03"
"24472.000","-0.085","0.025","1.03"
"24482.000","-0.085","0.025","1.031"
"24492.000","-0.084","0.025","1.031"
"24502.000","-0.084","0.025","1.032"
"24512.000","-0.084","0.025","1.032"
"24522.000","-0.084","0.025","1.032"
"24532.000","-0.084","0.026","1.033"
"24542.000","-0.085","0.026","1.033"
"24552.000","-0.085","0.026","1.034"
"24562.000","-0.085","0.026","1.034"
"24572.000","-0.085","0.025","1.034"
"24582.000","-0.086","0.025","1.035"
"24592.000","-0.086","0.025","1.035"
"24602.000","-0.087","0.024","1.036"
"24612.000","-0.086","0.025","1.037"
"24622.000","-0.086","0.025","1.037"
"24632.000","-0.086","0.026","1.037"
"24642.000","-0.086","0.027","1.036"
"24652.000","-0.086","0.028","1.036"
"24662.000","-0.086","0.028","1.036"
"24672.000","-0.086","0.028","1.036"
"24682.000","-0.086","0.028","1.036"
"24692.000","-0.086","0.028","1.035"
"24702.000","-0.085","0.027","1.035"
"24712.000","-0.085","0.027","1.034"
"24722.000","-0.085","0.027","1.034"
"24732.000","-0.085","0.026","1.033"
"24742.000","-0.085","0.026","1.033"
"24752.000","-0.085","0.027","1.034"
"24762.000","-0.084","0.027","1.034"
"24772.000","-0.084","0.027","1.033"
"24782.000","-0.084","0.028","1.034"
"24792.000","-0.084","0.028","1.034"
"24802.000","-0.084","0.029","1.034"
"24812.000","-0.083","0.029","1.034"
"24822.000","-0.084","0.029","1.035"
"24832.000","-0.084","0.029","1.035"
"24842.000","-0.084","0.029","1.035"
"24852.000","-0.084","0.028","1.035"
"24862.000","-0.083","0.028","1.035"
"24872.000","-0.083","0.027","1.035"
"24882.000","-0.083","0.027","1.035"
"24892.000","-0.083","0.026","1.035"
"24902.000","-0.083","0.025","1.036"
"24912.000","-0.083","0.025","1.036"
"24922.000","-0.083","0.025","1.036"
"24932.000","-0.083","0.024","1.036"
"24942.000","-0.083","0.024","1.036"
"24952.000","-0.083","0.024","1.037"
"24962.000","-0.084","0.024","1.037"
"24972.000","-0.084","0.024","1.038"
"24982.000","-0.084","0.024","1.038"
"24992.000","-0.083","0.024","1.038"
"25002.000","-0.083","0.024","1.039"
"25012.000","-0.083","0.024","1.039"
"25022.000","-0.083","0.024","1.039"
"25032.000","-0.082","0.024","1.038"
"25042.000","-0.081","0.025","1.038"
"25052.000","-0.081","0.025","1.038"
"25062.000","-0.082","0.025","1.039"
"25072.000","-0.082","0.026","1.039"
"25082.000","-0.083","0.026","1.039"
"25092.000","-0.083","0.026","1.04"
"25102.000","-0.084","0.026","1.04"
"25112.000","-0.084","0.026","1.04"
"25122.000","-0.084","0.026","1.04"
"25132.000","-0.085","0.026","1.04"
"25142.000","-0.086","0.025","1.041"
"25152.000","-0.087","0.025","1.041"
"25162.000","-0.087","0.025","1.042"
"25172.000","-0.088","0.025","1.042"
"25182.000","-0.088","0.026","1.042"
"25192.000","-0.088","0.026","1.042"
"25202.000","-0.088","0.026","1.042"
"25212.000","-0.088","0.027","1.041"
