"Time","X Axis Acceleration","Y Axis Acceleration","Z Axis Acceleration"
"ms","g","g","g"
"20890.000","0.274","0.01","0.981"
"20920.000","0.274","0.01","0.981"
"20940.000","0.274","0.01","0.98"
"20970.000","0.275","0.01","0.98"
"20990.000","0.275","0.01","0.98"
"21020.000","0.275","0.01","0.979"
"21050.000","0.275","0.01","0.979"
"21070.000","0.275","0.01","0.979"
"21100.000","0.275","0.01","0.979"
"21130.000","0.275","0.01","0.979"
"21150.000","0.275","0.01","0.979"
"21180.000","0.276","0.01","0.98"
"21200.000","0.276","0.009","0.98"
"21230.000","0.276","0.009","0.981"
"21260.000","0.276","0.009","0.981"
"21280.000","0.276","0.009","0.981"
"21310.000","0.276","0.008","0.981"
"21340.000","0.276","0.008","0.981"
"21360.000","0.276","0.008","0.981"
"21390.000","0.277","0.009","0.981"
"21410.000","0.277","0.009","0.981"
"21440.000","0.277","0.009","0.982"
"21470.000","0.276","0.009","0.982"
"21500.000","0.276","0.009","0.982"
"21520.000","0.276","0.01","0.982"
"21550.000","0.277","0.009","0.982"
"21570.000","0.276","0.009","0.982"
"21600.000","0.276","0.009","0.982"
